,z,snmedian_g,oiii_5007_flux,oiii_5007_eqw,h_beta_flux,h_beta_eqw,h_gamma_flux,h_gamma_eqw,sigma_balmer,e_bv_sfd,oiii/hb,hb/hg,oiii/hg
327,0.06457099,35.39795,34.32958,-0.4311934,33.4879,-0.3034805,26.17934,-0.3593327,500.0,0.02098229,1.0251338543175295,1.2791728133711546,1.3113233565093696
328,0.06444719,37.45713,6.192478,-0.1512506,-28.87488,0.2759378,-17.38503,0.1918372,500.0,0.02392569,-0.21445900381231023,1.6609048129338861,-0.3561959916088727
329,0.08424754,37.02034,618.4948,-5.603537,498.1334,-3.723757,395.2115,-3.298883,500.0,0.03708306,1.241624833829653,1.2604223308279239,1.5649716670694047
330,0.5487866,36.08616,392.5718,-5.220839,1572.156,-15.77385,729.5707,-7.844442,500.0,0.01438104,0.24970282847249256,2.1549056177831702,0.5380860278517215
331,0.3889111,43.4036,1451.201,-28.25294,859.3149,-7.690618,429.463,-4.672203,500.0,0.01755913,1.6887883591917237,2.000905549488547,3.379105999818378
332,0.4557629,41.83422,328.9943,-11.59435,509.9599,-11.65119,204.3893,-4.860476,500.0,0.05542863,0.6451375882691953,2.4950420594424463,1.609645416858906
333,0.1568366,46.05091,1016.134,-8.337545,1328.481,-6.315646,1036.297,-5.942286,500.0,0.04993869,0.7648841044772188,1.2819500587186878,0.9805432226475614
334,0.6178152,35.74056,338.6034,-3.769801,1107.735,-11.55042,425.5229,-4.387736,500.0,0.02891884,0.30567184389768315,2.6032323994783826,0.7957348476427474
335,0.05249519,40.5209,31.65389,-0.3238315,31.11092,-0.3260559,30.22437,-0.4139463,500.0,0.05156822,1.0174527143523882,1.0293322904662694,1.0472969329054667
336,0.3697132,37.56307,968.1372,-10.08176,748.54,-6.68421,539.6217,-5.460541,500.0,0.01785642,1.293367355117963,1.3871569657039364,1.7941035358659594
337,0.6712834,41.68982,156.4823,-1.964689,506.8833,-8.627283,184.014,-2.441034,500.0,0.01946718,0.308714648914257,2.7545909550360297,0.8503825795863358
338,0.4343848,37.57466,826.9564,-15.18375,1279.667,-15.685,557.6337,-6.921477,500.0,0.03020268,0.6462278077030978,2.2948164718165347,1.482974217662957
339,0.09574385,37.91319,307.2195,-2.952414,640.7239,-4.365608,638.0308,-5.091088,500.0,0.0190759,0.4794881227311795,1.0042209561043134,0.4815120210497675
340,0.136087,44.46289,724.6421,-5.677571,4356.603,-24.24099,1787.17,-10.53013,500.0,0.04312729,0.1663319104357225,2.4377104584342844,0.40546903764051545
341,0.08929483,40.09012,5258.064,-12.94457,9483.637,-21.56355,4790.24,-9.204815,500.0,0.4328821,0.5544353922445576,1.9797832676442102,1.0976619125555296
342,0.2596902,38.24436,2002.034,-46.16981,923.6492,-10.69686,503.8788,-6.676981,500.0,0.03197987,2.1675263725665546,1.833078113228816,3.973245153398
343,0.2201104,36.86004,347.4914,-8.868632,832.4188,-13.21841,395.5272,-7.198588,500.0,0.06144398,0.4174478039179317,2.1045804182367234,0.8785524737616023
344,0.05767728,40.73911,81.40005,-1.167375,7.54583,-0.239673,-0.6218255,-0.03024171,500.0,0.01048433,10.787421662030551,-12.134963908684991,-130.90497253650742
345,0.6443822,39.60843,274.6705,-6.148382,365.2125,-4.999068,265.5742,-3.96973,500.0,0.02137231,0.7520840606496219,1.3751806463127818,1.0342514446056883
346,0.1756542,44.55704,981.0342,-12.819,1434.56,-9.266861,820.0704,-6.360239,500.0,0.02661542,0.6838572105732769,1.7493132296934508,1.1962804656770931
347,0.121609,38.94599,362.11,-5.269978,982.1518,-8.866331,581.3185,-6.249581,500.0,0.03196147,0.3686904610875834,1.6895244173374837,0.6229115364468876
348,0.2848447,40.27559,1063.173,-7.651133,3167.782,-16.67516,1516.804,-8.640867,500.0,0.01505516,0.3356206329854769,2.0884583637701377,0.7009297180123469
349,0.5083145,41.74193,806.2338,-4.63887,2134.027,-10.54055,808.8143,-4.718386,500.0,0.02323727,0.3777992499626293,2.6384634890851957,0.9968095272301689
350,0.35581,44.50867,725.7533,-12.50966,559.7369,-6.133187,368.1257,-4.13609,500.0,0.04131987,1.2965972048653573,1.5205048166971227,1.9714822953138018
351,0.08366632,36.12564,2427.053,-20.2813,3610.479,-28.1305,1385.311,-9.958217,470.5297,0.03013047,0.6722246549557552,2.606258811198352,1.7519914300832087
352,0.6488891,39.65045,102.3521,-1.719169,629.025,-10.19955,253.3916,-3.908735,500.0,0.02576242,0.1627154723580144,2.482422463885938,0.40392854380334625
353,0.210923,36.55812,601.5096,-8.57042,1450.228,-15.90424,639.4663,-6.688317,500.0,0.04759682,0.41476898804877577,2.267872443004424,0.9406431582086499
354,0.1922005,46.32341,358.4321,-7.92115,637.2264,-8.170201,396.4062,-6.227839,500.0,0.02727352,0.5624878379175753,1.6075086615698746,0.904204071480214
355,0.1193964,36.04757,21.92627,-0.2020201,-37.9002,0.3667999,-50.9744,0.6977898,500.0,0.01824474,-0.5785264985409048,0.7435143915377129,-0.43014277755108443
356,0.4951543,38.43355,288.1496,-7.525829,282.177,-4.666655,223.8681,-3.861493,500.0,0.02124032,1.0211661474889875,1.2604609589307276,1.2871400614915658
357,0.1743191,42.52341,2595.664,-26.08261,3329.567,-17.07933,1574.868,-9.529902,500.0,0.04324507,0.7795800474956655,2.114187982738871,1.648178767998334
358,0.4894076,36.69233,-288.4751,5.253196,198.6365,-3.332978,289.3975,-3.496833,492.5484,0.1353292,-1.4522763943182646,0.686379460776268,-0.9968126884302733
359,0.05961546,39.52418,45.55731,-0.5716336,-8.571859,0.09768111,-9.778051,0.1864542,500.0,0.01073064,-5.314752610839726,0.8766429015352856,-4.659140149708771
360,0.05236428,35.83924,62.08293,-0.7603217,38.47177,-0.4229005,-29.10479,0.5589757,500.0,0.02906475,1.6137268963710274,-1.321836371263974,-2.133082904910154
361,0.2344913,53.73553,913.5361,-9.746435,2229.068,-17.4852,1087.688,-8.866838,500.0,0.02005281,0.4098287266247597,2.0493634203926128,0.8398880009708666
362,0.0575438,41.09565,33.25818,-0.5384938,22.86394,-0.4046791,28.76628,-0.523927,500.0,0.02428407,1.4546128095157704,0.7948174042663841,1.1561515774719568
363,0.05744962,40.53893,16.41445,-0.3455865,21.93393,-0.4409039,19.49812,-0.6561462,500.0,0.02300085,0.7483588212417929,1.1249253774210026,0.8418478294317605
364,0.09423124,37.39285,11.90698,-0.3280294,-24.11391,0.4325493,-21.50467,0.4431893,500.0,0.01680284,-0.49378056068053666,1.1213336452035767,-0.5536927560385722
365,0.08449645,35.03407,12.53182,-0.2780029,-12.77752,0.1911075,-53.43747,0.6640933,500.0,0.03677392,-0.980770916421966,0.23911161961821922,-0.23451372230010142
366,0.1103326,42.97108,5745.547,-46.01173,7375.022,-31.24908,3320.828,-14.50542,500.0,0.0337978,0.7790548963786141,2.220838296954856,1.7301549493078232
367,0.4596158,43.37709,291.4393,-5.339395,1133.808,-14.90093,465.4471,-6.290664,500.0,0.02485074,0.2570446671746892,2.4359545907580045,0.6261491370340475
368,0.2306872,35.42596,453.1424,-15.62968,1004.002,-16.43305,482.856,-8.139177,500.0,0.02773762,0.4513361527168273,2.079299004257998,0.9384628129297348
369,0.651202,39.17886,2960.45,-36.89344,1630.867,-11.66377,859.9171,-7.45276,500.0,0.0294602,1.8152614529572306,1.8965397943592468,3.442715582699774
370,0.129768,37.70703,4178.405,-51.05418,1777.444,-14.6751,873.4644,-8.164412,500.0,0.02729913,2.350794174106188,2.034935825661584,4.7837152836452175
371,0.06378573,35.4775,40.79314,-0.427323,38.14082,-0.3704851,50.4146,-0.7074643,500.0,0.02349023,1.0695401934200681,0.7565431442478964,0.8091533008295216
372,0.2217153,38.46569,543.2698,-13.80028,1593.179,-24.37148,746.7751,-11.83868,500.0,0.02738428,0.3409973392820267,2.133412054044116,0.727487834021247
373,0.6399,44.88055,192.0624,-2.473344,935.2237,-10.61804,455.6718,-5.097364,500.0,0.02451283,0.20536519765271133,2.0524063591383097,0.42149283760812056
374,0.05046839,37.95206,27.20902,-0.3207664,35.00586,-0.3363576,38.85051,-0.4104898,500.0,0.01076256,0.777270434150168,0.901039909128606,0.7003516813550195
375,0.05502596,39.15284,1215.503,-12.19428,3987.076,-23.61081,1858.835,-11.26149,500.0,0.01521724,0.3048607550997272,2.1449327132316744,0.653905806593915
376,0.06127008,38.71922,35.63554,-0.3517728,-38.22802,0.3461278,-50.16036,0.5707234,500.0,0.01204395,-0.9321837751471302,0.7621161411122249,-0.7104323015225569
377,0.4389866,35.10212,386.1707,-7.081067,1027.594,-17.74196,450.6133,-8.417259,500.0,0.02399247,0.37580085130898,2.2804342437296015,0.8569891301477343
378,0.374943,36.95605,63.60662,-1.302443,435.5359,-5.250967,295.1093,-3.374306,500.0,0.02854615,0.1460421976695836,1.4758460678806125,0.21553580317529808
379,0.1863378,36.23889,615.4768,-9.067629,1308.8,-11.47021,680.9434,-7.356067,500.0,0.01489416,0.470260391198044,1.9220393354278784,0.9038589697763427
380,0.264278,46.00161,3964.664,-23.6386,2333.71,-7.715301,1383.448,-5.343834,500.0,0.04254047,1.6988674685372218,1.6868794490288033,2.865784619299027
381,0.05026987,35.75801,483.6237,-8.708104,1813.709,-28.28315,811.8341,-12.07912,477.6049,0.02607697,0.266649004884466,2.234088220733768,0.5957174008827665
382,0.05100756,36.44234,71.42719,-0.5637609,76.85601,-0.5936761,57.85275,-0.7813002,500.0,0.02598047,0.9293637543765282,1.3284763472782193,1.2346377657069023
383,0.05126882,35.96066,5.747831,-0.2243974,9.382901,-0.06104484,-5.962749,0.04171914,500.0,0.02110549,0.6125857024389365,-1.5735864447757235,-0.9639565576213254
384,0.1717544,45.54197,737.1542,-5.34174,835.9516,-3.91738,856.78,-4.44549,500.0,0.04689745,0.8818144495446865,0.9756899087280282,0.8603774597913116
385,0.0666587,40.00223,35.26849,-0.2858871,12.96903,-0.1499407,12.3488,-0.1302534,500.0,0.01276868,2.7194393104187435,1.0502259328841668,2.8560256867064004
386,0.0664644,36.46403,21.47229,-0.4093852,20.85965,-0.3571355,18.05859,-0.3068936,500.0,0.01282344,1.0293696202956426,1.1551095628174735,1.1890346920772885
387,0.4271503,37.55112,709.0454,-8.295594,2298.788,-19.17619,998.02,-8.716237,500.0,0.03264315,0.30844314482240204,2.3033486302879704,0.7104520951483938
388,0.4975437,42.6002,599.5065,-7.904873,651.824,-6.771779,494.7891,-5.055132,500.0,0.02385371,0.9197367694346941,1.3173774442484685,1.2116404746992202
389,0.1341881,43.63135,881.886,-13.83867,1311.827,-13.2989,560.2008,-5.077151,500.0,0.03179598,0.6722578510733503,2.3417085445076125,1.5742319539707905
390,0.449279,36.00225,103.1198,-10.27662,173.3797,-8.402205,66.0321,-3.377012,500.0,0.007120453,0.5947628240214973,2.6256881122968982,1.5616616766693774
391,0.6382288,39.36744,482.1873,-5.36453,1207.986,-11.80324,628.3163,-6.252967,500.0,0.08128922,0.39916629828491385,1.9225762565765048,0.7674276475081102
392,0.08017637,47.70217,1637.148,-12.30785,2925.605,-12.63087,1454.904,-6.59675,500.0,0.06504875,0.5595929730773634,2.010857761061898,1.1252618729483181
393,0.6129866,37.62523,801.2283,-20.32392,1085.186,-18.62269,410.5602,-8.137625,500.0,0.008255119,0.7383326913542932,2.6431836305613645,1.951548883695984
394,0.05186382,37.69472,21.98962,-0.3249097,46.99559,-0.4456516,57.77541,-0.8100427,500.0,0.01367551,0.4679081590421569,0.8134185460561855,0.3806051744158977
395,0.0520518,38.44866,44.80594,-0.3141151,75.40821,-0.6175584,46.94862,-0.4850005,500.0,0.02022265,0.5941785383846135,1.6061858687220198,0.9543611718512707
396,0.3851442,35.10143,233.0417,-4.895739,618.8804,-11.4942,338.5204,-6.510195,500.0,0.01254005,0.3765536927651934,1.8281923334605537,0.6884125742495874
397,0.08180236,39.3395,486.0229,-9.703642,2499.298,-37.89765,1084.91,-15.68913,500.0,0.03082279,0.19446376542533145,2.3036915504511892,0.44798453327925813
398,0.4930311,35.83502,749.1631,-22.51639,937.1426,-14.06366,380.9955,-6.25501,500.0,0.02225282,0.7994120638630663,2.4597209153388953,1.9663305734582166
399,0.4338264,43.67911,243.7922,-2.156862,1557.825,-9.889492,813.9636,-6.082488,500.0,0.02289122,0.15649524176335597,1.9138755099122369,0.29951241062868167
400,0.0581607,37.45279,44.25491,-0.5290315,33.89186,-0.4854688,42.19018,-0.6464881,500.0,0.01662156,1.3057681106908856,0.8033115762957163,1.0489386392757747
401,0.1266571,45.1524,2219.116,-16.84348,2140.768,-8.841555,1161.785,-5.784413,500.0,0.05069542,1.0365980806887996,1.8426541916103236,1.910091798396433
